StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q52,Q1,Q1_9_TEXT,Q25,Q26,Q26_6_TEXT,Q27,Q27_9_TEXT,Q28,Q28_4_TEXT,Q29,Q29_3_TEXT,Q2,Q3,Q4,Q5,Q6,Q10,Q30,Q31,Q34,Q36,Q37,Q39,Q11,Q12,Q13,Q22,Q23,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,SC0
10/15/2022 11:35,10/15/2022 11:57,IP Address,75.69.102.86,100,1308,TRUE,10/15/2022 11:57,R_1fdziJDFiyLxw4E,,,,,43.7019,-72.2827,anonymous,EN,,PA Student,,26-32,Female,,Two or more races,,Non-Hispanic,,English,,Some,Some,Somewhat knowledgable,What are the different ways that I become a better provider for the disabled population? ,"Anxiety, Depression, & Trauma-Related Disorders",A practice of medicine that incorporate a positive mind-set in order to enhance treatment outcomes.,It is important to understand that there is a variety in differences that make up each person's thinking or mindset and we should take this into account so we can have a tailored treatment plan for that specific individual. ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),Cardiovascular disease","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior","As a provider being able to understand and respect values, attitudes, beliefs, and more that differs among different cultures that leads to appropriate and effective communication amongst patients of different backgrounds. ","Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Defer to the person’s caregiver,Give the patient the option to wait outside or in the car",An extensive review of previous diagnoses and treatment,"lithium,quetiapine,asenapine,aripiprazole,paliperidone,risperidone,cariprazine",Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,13
10/17/2022 8:27,10/17/2022 8:46,IP Address,134.195.185.22,100,1138,TRUE,10/17/2022 8:46,R_2bNtsbRVue7NQ0e,,,,,43.6238,-72.132,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Female,,Other,African - American ( Nigerian-American),Non-Hispanic,,English,,Extensive,None,Extremely knowledgeable,How well is medical training/education considering the differences in neurodiverse learning and test taking?,"Anxiety, Depression, & Trauma-Related Disorders","Asking,not assuming,trying your best to reflect that you care.","Because the toxic culture that expects that everyone learns the same, at the same speed, places limitations on those who are neurodiverse and would make excellent providers, scientists, and researchers.","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning","Neurological disorder(s),GI problems (ex: constipation, GERD)",Behavior is a form of communication,Talking to inanimate objects,"talking to themselves, monologue,Unusual interests,Lip smacking,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes","Ask,listen,ask. Never assume, and let the patient define their feelings. If they can night find he words, give them options and encourage them that you will not need them to get it all right. ","Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car",An extensive review of previous diagnoses and treatment,lithium,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,8
1/5/2023 6:13,1/5/2023 6:17,IP Address,129.170.194.145,100,270,TRUE,1/5/2023 6:17,R_1GIAUrxGz7nwaep,,,,,43.7019,-72.2827,qr,EN,,2nd Year Medical Student,,18-25,Female,,White,,Non-Hispanic,,English,,Very little,None,Not knowledgeable at all,How can we deliver trauma informed care?,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that adds value ,People require different types of care due to different biologies,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Kidney Disease,Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Behavior is a form of communication",Increased repetitive speech and movement,"talking to themselves, monologue,having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Delivering care that is sensitive to someones culture and beliefs,Ask your patient exploratory questions,Give the patient the option to wait outside or in the car,An extensive review of previous diagnoses and treatment,quetiapine,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,10
1/5/2023 6:12,1/5/2023 6:18,IP Address,129.170.195.208,100,326,TRUE,1/5/2023 6:18,R_PZOQf4qGKm9HHVf,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,Asian Indian,,Non-Hispanic,,English,,Some,None,Not knowledgeable at all,What should my biggest takeaway be with regards to working with individuals who have intellectual disabilities?,"Anxiety, Depression, & Trauma-Related Disorders",Unsure,Equity of care,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Asthma,Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Staring into space,"talking to themselves, monologue,having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Covering ears/eyes",Meeting the patient where there needs are,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit,Know that people with the same disability will always communicate in the same way",Give the patient the option to wait outside or in the car,An extensive review of previous diagnoses and treatment,lithium,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,11
1/5/2023 6:13,1/5/2023 6:18,IP Address,129.170.194.147,100,300,TRUE,1/5/2023 6:18,R_cFQdNFV4f3HwS2t,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Female,,Asian,,Non-Hispanic,,English,,Very little,None,Slightly knowledgeable,How to best communicate to these patients and their caregivers ,"Anxiety, Depression, & Trauma-Related Disorders","Medicine that is doesnt just treat the illness, but positively enhances the health of the patient  ",Because it’s something we’ll all encounter and it’s best to be informed to provide the best patient care,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Asthma,Pain (ex: dental, ear)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered",Talking to inanimate objects,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing",Patient care that takes into account unique cultures and how they may differ from the norm,"Ask your patient exploratory questions,Talk to, and engage with, the patients’ caregiver rather than the patient themselves,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Administer a PRN,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies","lithium,risperidone",Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,9
1/5/2023 6:12,1/5/2023 6:18,IP Address,129.170.195.209,100,350,TRUE,1/5/2023 6:18,R_WCfvSncCWBdygYp,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Male,,White,,Non-Hispanic,,English,,None,None,Not knowledgeable at all,N/A,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that adds in a benefit such as therapy/medication ,It allows us to see that there are multiple ways of thinking.,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,The majority of people with IDD receive care in institutions,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Patient care that is adaptable to various cultures.,"Ask questions other than that directly pertain to the reason for the visit,Know that people with the same disability will always communicate in the same way","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,10
1/5/2023 6:13,1/5/2023 6:18,IP Address,129.170.195.214,100,339,TRUE,1/5/2023 6:18,R_3VK4fR69wVRSFEJ,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Male,,White,,Non-Hispanic,,English,,Moderate amount,None,Somewhat knowledgable,How much training do physicians get on this topic?,"Anxiety, Depression, & Trauma-Related Disorders",Not sure. Focusing on strengths rather than perceived “weakness” or “deficits.”,It affects presentation and treatment. ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Behavior is a form of communication",Staring into space,"talking to themselves, monologue,having an imaginary friend,Unusual interests,Lip smacking,Change from baseline behavior,Covering ears/eyes",Considerate of cultural context of patient and family/community. ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",lithium,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,13
1/5/2023 6:12,1/5/2023 6:18,IP Address,129.170.194.147,100,359,TRUE,1/5/2023 6:18,R_UF7gvIJOvl4SGSl,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Female,,Asian,,Non-Hispanic,,English,,Some,None,Somewhat knowledgable,NA,"Anxiety, Depression, & Trauma-Related Disorders",I don’t know.,For better patient care.,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),Cardiovascular disease","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,Auditory hallucinations that are intrusive and distressing,Be aware of the cultural impact on the treatment for the patients.,Ask your patient exploratory questions,"Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,12
1/5/2023 6:13,1/5/2023 6:19,IP Address,129.170.195.210,100,357,TRUE,1/5/2023 6:19,R_1n2A3is3sraBaIX,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,White,,Hispanic/Latino of any race,,English,,Some,Very little,Somewhat knowledgable,What language is most appropriate?,"Anxiety, Depression, & Trauma-Related Disorders",Being proactive and preventative as well as treating current problems ,"Because medicine isn’t one size fits all in general and it is most useful when the patient is part of the team, thus we must be inclusive of all capabilities  ","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Asthma,Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Increased repetitive speech and movement,"talking to themselves, monologue,having an imaginary friend,Lip smacking,Auditory hallucinations that are intrusive and distressing","Not only aware of culture differences but care that is malleable to fit other cultures, like respective privacy of hijabi women for example ",Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies","divalproex,risperidone",Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,8
1/5/2023 6:13,1/5/2023 6:19,IP Address,129.170.195.223,100,348,TRUE,1/5/2023 6:19,R_33p97j3kW4C4u8I,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,White,,Non-Hispanic,,English,,Some,None,Slightly knowledgeable,What is the most useful information for interacting with patients as a student and not as the primary care provider ,"Anxiety, Depression, & Trauma-Related Disorders",Unsure- working towards a positive outcome,In order to ensure people get comprehensive care that best meets their needs ,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),Cardiovascular disease","Medical/biological issues should be ruled out first,Behavior is a form of communication",Withdrawal,Change from baseline behavior,care that is informed by a patients background ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,risperidone",Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,13
1/5/2023 6:12,1/5/2023 6:19,IP Address,129.170.195.215,100,375,TRUE,1/5/2023 6:19,R_23aeMSXcjcmm0nV,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,White,,Non-Hispanic,,English,,Very little,Very little,Slightly knowledgeable,What language is used clinically ,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that makes patients feel safe,"They are our patients too, affects how we provide care","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior","Culturally humble, understanding we might not know the entire situation",Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,aripiprazole,risperidone",Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,14
1/5/2023 6:13,1/5/2023 6:19,IP Address,129.170.195.197,100,373,TRUE,1/5/2023 6:19,R_2cAce3cRZnTLDAk,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Female,,White,,Non-Hispanic,,Other,French,Very little,Very little,Somewhat knowledgable,Not so much a question but more of an ongoing thought - how do we work within a field that has been so harmful to people on the spectrum!,"Anxiety, Depression, & Trauma-Related Disorders","Medicine that puts patient needs and goals at the centers, let’s them keep control and agency, and regards them with unconditional dignity ",Because the medical system has perpetrated so many harmful acts towards people who have different ways of perceiving the world and we must fix that ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,having an imaginary friend,Unusual interests,Lip smacking,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Care that meets the patient where they are ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",lithium,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,11
1/5/2023 6:13,1/5/2023 6:19,IP Address,129.170.195.206,100,384,TRUE,1/5/2023 6:19,R_eA2HMcQCZ7h4J69,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Female,,White,,Non-Hispanic,,English,,Very little,None,Not knowledgeable at all,N/a,"Anxiety, Depression, & Trauma-Related Disorders",seeing someone’s strengths first,our system is not designed for the care of many ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care that takes someone’s background into consideration ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit",Give the patient the option to wait outside or in the car,An extensive review of previous diagnoses and treatment,lithium,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,13
1/5/2023 6:13,1/5/2023 6:19,IP Address,129.170.195.198,100,343,TRUE,1/5/2023 6:19,R_3Q08beHPmqJ9vbj,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Female,,White,,Non-Hispanic,,English,,Very little,None,Slightly knowledgeable,Best practices for clinical care,"Anxiety, Depression, & Trauma-Related Disorders",Not sure,To make patients feel safe and fully care for them ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Kidney Disease,Cardiovascular disease","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Running away,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care that is informed on how patients experience influence their health and relationship with healthcare systems,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",lithium,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,15
1/5/2023 6:13,1/5/2023 6:19,IP Address,129.170.195.194,100,397,TRUE,1/5/2023 6:19,R_8lieATGXEDMroGJ,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,White,,Non-Hispanic,,English,,Moderate amount,None,Somewhat knowledgable,How to respect patient diverse needs without isolating individuals further?,"Anxiety, Depression, & Trauma-Related Disorders",Using people’s strengths,Different needs and goals of care,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Connection to individual and working to understand their needs in the limitations and structures they live in.,Ask your patient exploratory questions,Give the patient the option to wait outside or in the car,"Extensive, long-term behavior modification treatment",quetiapine,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,14
1/5/2023 6:12,1/5/2023 6:20,IP Address,129.170.195.204,100,446,TRUE,1/5/2023 6:20,R_1jCD1SmMZ2VW3Y4,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Male,,Two or more races,,Non-Hispanic,,English,,Very little,Very little,Not knowledgeable at all,N/a,"Anxiety, Depression, & Trauma-Related Disorders",I do not know,They will comprise a significant portion of your patient population throughout your career ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care that considers a patients unique background and current circumstances ,"Ask your patient exploratory questions,Talk to, and engage with, the patients’ caregiver rather than the patient themselves","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car",An extensive review of previous diagnoses and treatment,lithium,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,13
1/5/2023 6:12,1/5/2023 6:20,IP Address,129.170.195.213,100,456,TRUE,1/5/2023 6:20,R_1IsE6rYidQYkCP2,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Male,,White,,Non-Hispanic,,English,,Some,Very little,Slightly knowledgeable,Why isn’t it available for students to view after the session?,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that seems to enrich the experiences of patients and not “cure” difference. ,The same reason the recognition of all diversity is important. It informs our relationships with our patients and the care we can offer. ,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care that recognizes cultural or group differences. ,Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,cariprazine",Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,12
1/5/2023 6:14,1/5/2023 6:20,IP Address,129.170.195.220,100,401,TRUE,1/5/2023 6:20,R_30oQoVEr6ZvXLIp,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,33-40,Female,,White,,Non-Hispanic,,English,,Very little,Very little,Slightly knowledgeable,Advice?,"Anxiety, Depression, & Trauma-Related Disorders",Good experience ,Include everyone ,Medical providers may need to engage family members and other caregivers in the patient’s care,"Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered",Talking to inanimate objects,Auditory hallucinations that are intrusive and distressing,Appropriate for the individual ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,7
1/5/2023 6:13,1/5/2023 6:20,IP Address,129.170.195.202,100,444,TRUE,1/5/2023 6:20,R_3NQ8SwxuATIUv0f,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,White,,Non-Hispanic,,English,,Very little,None,Slightly knowledgeable,Na,"Anxiety, Depression, & Trauma-Related Disorders",.,.,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Irritability or aggression,Auditory hallucinations that are intrusive and distressing,.,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver","Extensive, long-term behavior modification treatment",lithium,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,15
1/5/2023 6:12,1/5/2023 6:20,IP Address,129.170.195.213,100,486,TRUE,1/5/2023 6:20,R_QaITnaZiFDspFPH,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Male,,Prefer not to say,,Prefer not to answer,,English,,None,None,Slightly knowledgeable,How are intellectual and developmental disabilities defined and diagnosed,"Anxiety, Depression, & Trauma-Related Disorders",I am unsure,Being competent in treating all patients,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Asthma,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Staring into space,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care informed by a patients culture,Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car",An extensive review of previous diagnoses and treatment,"lithium,aripiprazole,risperidone",Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,14
